category	region_id	feature	chrom	start	end	length	strand
gene	YNL276C	gene	XIV	118430	118826	396	-
gene	YNL275W	gene	XIV	119267	120998	1731	+
gene	YNL274C	gene	XIV	121117	122170	1053	-
gene	YNL273W	gene	XIV	122882	126599	3717	+
Replication_origins	ARS1410	ARS	XIV	126598	126805	207	.
gene	YNL272C	gene	XIV	126804	129084	2280	-
gene	YNL271C	gene	XIV	129521	135383	5862	-
gene	YNL270C	gene	XIV	135939	137661	1722	-
gene	YNL269W	gene	XIV	137698	138094	396	+
gene	YNL268W	gene	XIV	138549	140385	1836	+
gene	YNL267W	gene	XIV	140877	144078	3201	+
gene	YNL266W	gene	XIV	144244	144664	420	+
gene	YNL265C	gene	XIV	144279	145281	1002	-
gene	YNL264C	gene	XIV	145562	146615	1053	-
gene	YNL263C	gene	XIV	146895	147840	945	-
gene	YNL262W	gene	XIV	148211	154880	6669	+
gene	YNL261W	gene	XIV	155099	156539	1440	+
gene	YNL260C	gene	XIV	156858	157455	597	-
gene	YNL259C	gene	XIV	157643	157865	222	-
gene	YNL258C	gene	XIV	158108	160373	2265	-
gene	YNL257C	gene	XIV	160630	164320	3690	-
gene	YNL256W	gene	XIV	164622	167097	2475	+
gene	YNL255C	gene	XIV	167328	167790	462	-
gene	YNL254C	gene	XIV	168042	169248	1206	-
Replication_origins	ARS1411	ARS	XIV	169674	169753	79	.
Replication_origins	ARS1411_ARS_consensus_sequence	ARS_consensus_sequence	XIV	169731	169748	17	-
gene	YNL253W	gene	XIV	170017	171286	1269	+
gene	YNL252C	gene	XIV	171440	172286	846	-
gene	YNL251C	gene	XIV	172587	174315	1728	-
gene	YNL250W	gene	XIV	175409	179348	3939	+
gene	YNL249C	gene	XIV	179393	181022	1629	-
gene	YNL248C	gene	XIV	181360	182608	1248	-
gene	YNL247W	gene	XIV	182874	185178	2304	+
gene	YNL246W	gene	XIV	185459	186349	890	+
gene	YNL245C	gene	XIV	186345	186885	540	-
gene	YNL244C	gene	XIV	187169	187496	327	-
gene	YNL243W	gene	XIV	188050	190957	2907	+
gene	YNL242W	gene	XIV	191323	196102	4779	+
Replication_origins	ARS1412	ARS	XIV	196133	196232	99	.
gene	YNL241C	gene	XIV	196425	197943	1518	-
gene	YNL240C	gene	XIV	198501	199977	1476	-
gene	YNL239W	gene	XIV	200568	201933	1365	+
gene	YNL238W	gene	XIV	202427	204872	2445	+
gene	YNL237W	gene	XIV	205187	206567	1380	+
gene	YNL236W	gene	XIV	206929	209854	2925	+
gene	YNL235C	gene	XIV	209547	209979	432	-
gene	YNL234W	gene	XIV	210232	211513	1281	+
gene	YNL233W	gene	XIV	211921	214600	2679	+
gene	YNL232W	gene	XIV	214922	215801	879	+
gene	YNL231C	gene	XIV	215986	217042	1056	-
gene	YNL230C	gene	XIV	217522	218662	1140	-
gene	YNL229C	gene	XIV	219136	220201	1065	-
gene	YNL228W	gene	XIV	220644	221421	777	+
gene	YNL227C	gene	XIV	220658	222431	1773	-
gene	YNL226W	gene	XIV	222238	222649	411	+
gene	YNL225C	gene	XIV	222723	224469	1746	-
gene	YNL224C	gene	XIV	224795	227099	2304	-
gene	YNL223W	gene	XIV	227369	228854	1485	+
gene	YNL222W	gene	XIV	229093	229714	621	+
snRNA_gene	snR19	snRNA_gene	XIV	230104	230672	568	-
gene	YNL221C	gene	XIV	231067	233695	2628	-
gene	YNL220W	gene	XIV	234412	235714	1302	+
gene	YNL219C	gene	XIV	235995	237663	1668	-
gene	YNL218W	gene	XIV	238237	240001	1764	+
gene	YNL217W	gene	XIV	240330	241311	981	+
gene	YNL216W	gene	XIV	241688	244172	2484	+
gene	YNL215W	gene	XIV	244467	245430	963	+
gene	YNL214W	gene	XIV	245616	246216	600	+
gene	YNL213C	gene	XIV	246459	247104	645	-
gene	YNL212W	gene	XIV	247460	249809	2349	+
gene	YNL211C	gene	XIV	250054	250315	261	-
Replication_origins	ARS1413	ARS	XIV	250314	250931	617	.
gene	YNL210W	gene	XIV	250930	251743	813	+
gene	YNL209W	gene	XIV	252058	253900	1842	+
gene	YNL208W	gene	XIV	254417	255017	600	+
gene	YNL207W	gene	XIV	255352	256630	1278	+
gene	YNL206C	gene	XIV	256787	258155	1368	-
gene	YNL205C	gene	XIV	258154	258577	423	-
gene	YNL204C	gene	XIV	258374	259277	903	-
gene	YNL203C	gene	XIV	259438	260050	612	-
gene	YNL202W	gene	XIV	259577	260456	879	+
gene	YNL201C	gene	XIV	260626	263203	2577	-
gene	YNL200C	gene	XIV	263712	264453	741	-
gene	YNL199C	gene	XIV	264925	266530	1605	-
gene	YNL198C	gene	XIV	266513	266816	303	-
gene	YNL197C	gene	XIV	267607	269593	1986	-
gene	YNL196C	gene	XIV	270274	271171	897	-
gene	YNL195C	gene	XIV	271522	272308	786	-
gene	YNL194C	gene	XIV	272709	273615	906	-
gene	YNL193W	gene	XIV	274367	276044	1677	+
gene	YNL192W	gene	XIV	276501	279897	3396	+
Replication_origins	ARS1414	ARS	XIV	279981	280071	90	.
Replication_origins	ARS1414_ARS_consensus_sequence	ARS_consensus_sequence	XIV	280046	280063	17	-
gene	YNL191W	gene	XIV	280431	281505	1074	+
gene	YNL190W	gene	XIV	282394	283009	615	+
gene	YNL189W	gene	XIV	284259	285888	1629	+
gene	YNL188W	gene	XIV	286307	287609	1302	+
gene	YNL187W	gene	XIV	287993	289067	1074	+
gene	YNL186W	gene	XIV	289497	291876	2379	+
gene	YNL185C	gene	XIV	292192	292669	477	-
gene	YNL184C	gene	XIV	292556	292883	327	-
gene	YNL183C	gene	XIV	293136	295509	2373	-
gene	YNL182C	gene	XIV	295959	297627	1668	-
gene	YNL181W	gene	XIV	298334	299558	1224	+
gene	YNL180C	gene	XIV	299653	300649	996	-
gene	YNL179C	gene	XIV	300665	301103	438	-
gene	YNL178W	gene	XIV	302679	303402	723	+
gene	YNL177C	gene	XIV	303685	304615	930	-
gene	YNL176C	gene	XIV	305069	306980	1911	-
gene	YNL175C	gene	XIV	307400	308612	1212	-
gene	YNL174W	gene	XIV	308073	308646	573	+
gene	YNL173C	gene	XIV	308956	310057	1101	-
gene	YNL172W	gene	XIV	310635	315882	5247	+
gene	YNL171C	gene	XIV	315628	315997	369	-
gene	YNL170W	gene	XIV	315977	316373	396	+
gene	YNL169C	gene	XIV	316168	317671	1503	-
gene	YNL168C	gene	XIV	318029	318809	780	-
gene	YNL167C	gene	XIV	319415	321359	1944	-
Replication_origins	ARS1415	ARS	XIV	321920	322213	293	.
Replication_origins	ARS1415_ARS_consensus_sequence	ARS_consensus_sequence	XIV	321999	322016	17	+
gene	YNL166C	gene	XIV	322218	323565	1347	-
gene	YNL165W	gene	XIV	323831	325052	1221	+
Replication_origins	ARS1416	ARS	XIV	325053	325267	214	.
gene	YNL164C	gene	XIV	325264	326320	1056	-
gene	YNL163C	gene	XIV	326740	330073	3333	-
gene	YNL162W-A	gene	XIV	330328	330547	219	+
gene	YNL162W	gene	XIV	331321	332154	833	+
gene	YNL161W	gene	XIV	332596	334867	2271	+
gene	YNL160W	gene	XIV	336544	337609	1065	+
gene	YNL159C	gene	XIV	338477	339347	870	-
gene	YNL158W	gene	XIV	339611	340208	597	+
gene	YNL157W	gene	XIV	340351	340858	507	+
gene	YNL156C	gene	XIV	341068	341968	900	-
gene	YNL155W	gene	XIV	342515	343340	825	+
gene	YNL154C	gene	XIV	343635	345276	1641	-
gene	YNL153C	gene	XIV	345668	346058	390	-
gene	YNL152W	gene	XIV	346312	347542	1230	+
gene	YNL151C	gene	XIV	347765	348521	756	-
gene	YNL150W	gene	XIV	349250	349658	408	+
gene	YNL149C	gene	XIV	349366	349756	390	-
gene	YNL148C	gene	XIV	349906	350671	765	-
gene	YNL147W	gene	XIV	350939	351383	444	+
gene	YNL146C-A	gene	XIV	351385	351580	195	-
gene	YNL146W	gene	XIV	351714	352017	303	+
gene	YNL145W	gene	XIV	352413	352530	117	+
gene	YNL144C	gene	XIV	352819	355042	2223	-
gene	YNL144W-A	gene	XIV	353060	353144	84	+
gene	YNL143C	gene	XIV	356793	357186	393	-
gene	YNL142W	gene	XIV	357452	358952	1500	+
gene	YNL141W	gene	XIV	359595	360639	1044	+
gene	YNL140C	gene	XIV	360916	361486	570	-
gene	YNL139C	gene	XIV	360923	365717	4794	-
gene	YNL138W-A	gene	XIV	366032	366412	380	+
gene	YNL138W	gene	XIV	366740	368321	1581	+
gene	YNL137C	gene	XIV	368594	370055	1461	-
gene	YNL136W	gene	XIV	370367	371645	1278	+
gene	YNL135C	gene	XIV	371881	372226	345	-
gene	YNL134C	gene	XIV	372450	373581	1131	-
gene	YNL133C	gene	XIV	374170	374692	522	-
tRNA_gene	tF%28GAA%29N	tRNA_gene	XIV	374868	374959	91	+
gene	YNL132W	gene	XIV	375320	378491	3171	+
gene	YNL131W	gene	XIV	378766	379225	459	+
gene	YNL130C	gene	XIV	379557	380831	1274	-
gene	YNL130C-A	gene	XIV	381244	381391	147	-
gene	YNL129W	gene	XIV	381479	382202	723	+
gene	YNL128W	gene	XIV	382358	383663	1305	+
gene	YNL127W	gene	XIV	383986	386848	2862	+
gene	YNL126W	gene	XIV	387226	389767	2541	+
gene	YNL125C	gene	XIV	390145	392167	2022	-
gene	YNL124W	gene	XIV	392891	394370	1479	+
gene	YNL123W	gene	XIV	394684	397678	2994	+
gene	YNL122C	gene	XIV	398022	398370	348	-
gene	YNL121C	gene	XIV	398683	400537	1854	-
gene	YNL120C	gene	XIV	401032	401518	486	-
gene	YNL119W	gene	XIV	401039	402521	1482	+
gene	YNL118C	gene	XIV	402651	405564	2913	-
gene	YNL117W	gene	XIV	406357	408022	1665	+
gene	YNL116W	gene	XIV	408340	409909	1569	+
gene	YNL115C	gene	XIV	410118	412053	1935	-
Replication_origins	ARS1417	ARS	XIV	412266	412496	230	.
gene	YNL114C	gene	XIV	412683	413055	372	-
gene	YNL113W	gene	XIV	412770	413199	429	+
gene	YNL112W	gene	XIV	413638	416281	2643	+
gene	YNL111C	gene	XIV	416939	417302	363	-
gene	YNL110C	gene	XIV	417825	418488	663	-
gene	YNL109W	gene	XIV	418963	419509	546	+
gene	YNL108C	gene	XIV	419013	419826	813	-
gene	YNL107W	gene	XIV	420097	420778	681	+
gene	YNL106C	gene	XIV	420943	424495	3552	-
gene	YNL105W	gene	XIV	424154	424583	429	+
gene	YNL104C	gene	XIV	424894	426754	1860	-
gene	YNL103W-A	gene	XIV	426718	426808	90	+
gene	YNL103W	gene	XIV	427734	429753	2019	+
gene	YNL102W	gene	XIV	430086	434493	4407	+
gene	YNL101W	gene	XIV	434998	437140	2142	+
gene	YNL100W	gene	XIV	437612	438317	705	+
gene	YNL099C	gene	XIV	438566	439283	717	-
gene	YNL098C	gene	XIV	439601	440570	969	-
gene	YNL097C-B	gene	XIV	440796	440919	123	-
gene	YNL097C	gene	XIV	441365	442358	993	-
gene	YNL097W-A	gene	XIV	441430	441586	156	+
tRNA_gene	tL%28CAA%29N	tRNA_gene	XIV	443005	443119	114	+
gene	YNL096C	gene	XIV	443397	444315	918	-
gene	YNL095C	gene	XIV	444911	446840	1929	-
gene	YNL094W	gene	XIV	447610	449374	1764	+
Replication_origins	ARS1419	ARS	XIV	449428	449588	160	.
Replication_origins	ARS1419_ARS_consensus_sequence	ARS_consensus_sequence	XIV	449517	449534	17	-
gene	YNL093W	gene	XIV	449867	450530	663	+
gene	YNL092W	gene	XIV	450870	452073	1203	+
gene	YNL091W	gene	XIV	452407	456130	3723	+
gene	YNL090W	gene	XIV	456564	457143	579	+
gene	YNL089C	gene	XIV	456692	457169	477	-
gene	YNL088W	gene	XIV	457703	461990	4287	+
gene	YNL087W	gene	XIV	462410	465947	3537	+
gene	YNL086W	gene	XIV	466333	466642	309	+
gene	YNL085W	gene	XIV	467130	469623	2493	+
gene	YNL084C	gene	XIV	470052	471102	1050	-
gene	YNL083W	gene	XIV	471376	472861	1485	+
gene	YNL082W	gene	XIV	473390	476012	2622	+
gene	YNL081C	gene	XIV	476187	476619	432	-
gene	YNL080C	gene	XIV	476931	478032	1101	-
gene	YNL079C	gene	XIV	478565	479165	600	-
gene	YNL078W	gene	XIV	479767	480991	1224	+
gene	YNL077W	gene	XIV	481390	482977	1587	+
gene	YNL076W	gene	XIV	483555	485310	1755	+
gene	YNL075W	gene	XIV	485606	486479	873	+
gene	YNL074C	gene	XIV	486765	488124	1359	-
gene	YNL073W	gene	XIV	488385	490116	1731	+
gene	YNL072W	gene	XIV	490316	491240	924	+
gene	YNL071W	gene	XIV	491522	492971	1449	+
gene	YNL070W	gene	XIV	493365	493548	183	+
gene	YNL069C	gene	XIV	493955	495001	1046	-
gene	YNL068C	gene	XIV	495700	498289	2589	-
gene	YNL067W-A	gene	XIV	498537	498684	147	+
Replication_origins	ARS1420	ARS	XIV	498969	499154	185	.
Replication_origins	ARS1420_ARS_consensus_sequence	ARS_consensus_sequence	XIV	499036	499053	17	+
gene	YNL067W-B	gene	XIV	499416	499557	141	+
gene	YNL067W	gene	XIV	499680	500256	576	+
gene	YNL066W	gene	XIV	501156	502777	1621	+
gene	YNL065W	gene	XIV	503723	505484	1761	+
gene	YNL064C	gene	XIV	505867	507097	1230	-
gene	YNL063W	gene	XIV	507757	508702	945	+
gene	YNL062C	gene	XIV	508775	510212	1437	-
gene	YNL061W	gene	XIV	510539	512396	1857	+
gene	YNL059C	gene	XIV	512667	514935	2268	-
gene	YNL058C	gene	XIV	515762	516713	951	-
gene	YNL057W	gene	XIV	516402	516735	333	+
gene	YNL056W	gene	XIV	517248	517842	594	+
gene	YNL055C	gene	XIV	517993	518845	852	-
tRNA_gene	tD%28GUC%29N	tRNA_gene	XIV	519098	519169	71	-
transposable_elements	YNLWdelta3	long_terminal_repeat	XIV	519162	519496	334	+
transposable_elements	YNLWTy1-2	LTR_retrotransposon	XIV	519162	525062	5900	+
transposable_elements	YNL054W-A	transposable_element_gene	XIV	519455	520778	1323	+
transposable_elements	YNL054W-B	transposable_element_gene	XIV	519455	524706	5251	+
transposable_elements	YNLWdelta4	long_terminal_repeat	XIV	524728	525062	334	+
gene	YNL054W	gene	XIV	526085	529583	3498	+
gene	YNL053W	gene	XIV	529941	531411	1470	+
gene	YNL052W	gene	XIV	531724	532186	462	+
gene	YNL051W	gene	XIV	532658	533870	1212	+
gene	YNL050C	gene	XIV	534078	534982	904	-
gene	YNL049C	gene	XIV	535280	537911	2631	-
gene	YNL048W	gene	XIV	538172	539819	1647	+
gene	YNL047C	gene	XIV	539910	541881	1971	-
gene	YNL046W	gene	XIV	542303	542822	519	+
gene	YNL045W	gene	XIV	542962	544978	2016	+
gene	YNL044W	gene	XIV	545267	545877	610	+
gene	YNL043C	gene	XIV	545588	545909	321	-
Replication_origins	ARS1421	ARS	XIV	546071	546170	99	.
Replication_origins	ARS1421_ARS_consensus_sequence	ARS_consensus_sequence	XIV	546129	546146	17	-
transposable_elements	YNLWsigma2	long_terminal_repeat	XIV	546422	546714	292	+
transposable_elements	YNLWsigma3	long_terminal_repeat	XIV	546737	547077	340	+
tRNA_gene	tP%28UGG%29N1	tRNA_gene	XIV	547093	547196	103	+
gene	YNL042W-B	gene	XIV	547112	547370	258	+
gene	YNL042W	gene	XIV	548099	549290	1191	+
gene	YNL041C	gene	XIV	549467	551987	2520	-
gene	YNL040W	gene	XIV	553379	554750	1371	+
gene	YNL039W	gene	XIV	555047	556832	1785	+
gene	YNL038W	gene	XIV	557019	557783	764	+
gene	YNL037C	gene	XIV	557919	559002	1083	-
gene	YNL036W	gene	XIV	559813	560479	666	+
tRNA_gene	tT%28AGU%29N2	tRNA_gene	XIV	560692	560765	73	-
Replication_origins	ARS1422	ARS	XIV	561110	561388	278	.
Replication_origins	ARS1422_ARS_consensus_sequence	ARS_consensus_sequence	XIV	561310	561327	17	-
transposable_elements	YNLWtau2	long_terminal_repeat	XIV	561606	561977	371	+
transposable_elements	YNLCdelta5	long_terminal_repeat	XIV	562032	562364	332	-
transposable_elements	YNLCTy2-1	LTR_retrotransposon	XIV	562363	567660	5297	-
transposable_elements	YNLCdelta6	long_terminal_repeat	XIV	567659	567992	333	-
tRNA_gene	tP%28UGG%29N2	tRNA_gene	XIV	568114	568217	103	+
Replication_origins	ARS1423	ARS	XIV	568218	568524	306	.
gene	YNL035C	gene	XIV	568521	569691	1170	-
tRNA_gene	tI%28AAU%29N1	tRNA_gene	XIV	569866	569940	74	-
gene	YNL034W	gene	XIV	570476	572315	1839	+
gene	YNL033W	gene	XIV	572998	573853	855	+
gene	YNL032W	gene	XIV	574505	575351	846	+
gene	YNL031C	gene	XIV	575639	576050	411	-
gene	YNL030W	gene	XIV	576726	577038	312	+
gene	YNL029C	gene	XIV	577204	578773	1569	-
gene	YNL028W	gene	XIV	578678	578996	318	+
gene	YNL027W	gene	XIV	579579	581616	2037	+
gene	YNL026W	gene	XIV	581919	583374	1455	+
gene	YNL025C	gene	XIV	584319	585291	972	-
snoRNA_gene	NME1	snoRNA_gene	XIV	585586	585926	340	+
snoRNA_gene	snR66	snoRNA_gene	XIV	586089	586175	86	+
gene	YNL024C-A	gene	XIV	586601	586820	219	-
gene	YNL024C	gene	XIV	587106	587847	741	-
gene	YNL023C	gene	XIV	588262	591160	2898	-
gene	YNL022C	gene	XIV	591426	592899	1473	-
gene	YNL021W	gene	XIV	593226	595347	2121	+
gene	YNL020C	gene	XIV	595622	597539	1917	-
gene	YNL019C	gene	XIV	598375	599230	855	-
gene	YNL018C	gene	XIV	599935	601774	1839	-
gene	YNL017C	gene	XIV	602137	602476	339	-
tRNA_gene	tI%28AAU%29N2	tRNA_gene	XIV	602311	602385	74	+
gene	YNL016W	gene	XIV	602906	604268	1362	+
gene	YNL015W	gene	XIV	605383	605611	228	+
gene	YNL014W	gene	XIV	606318	609453	3135	+
gene	YNL013C	gene	XIV	609132	609510	378	-
Replication_origins	ARS1424	ARS	XIV	609519	609607	88	.
Replication_origins	ARS1424_ARS_consensus_sequence	ARS_consensus_sequence	XIV	609531	609548	17	+
gene	YNL012W	gene	XIV	609685	611665	1980	+
gene	YNL011C	gene	XIV	611835	613170	1335	-
gene	YNL010W	gene	XIV	613634	614360	726	+
gene	YNL009W	gene	XIV	614820	616083	1263	+
gene	YNL008C	gene	XIV	616210	618241	2031	-
Replication_origins	ARS1425	ARS	XIV	616310	617125	815	.
gene	YNL007C	gene	XIV	618506	619565	1059	-
gene	YNL006W	gene	XIV	620066	620978	912	+
gene	YNL005C	gene	XIV	621312	622428	1116	-
gene	YNL004W	gene	XIV	622914	624621	1707	+
gene	YNL003C	gene	XIV	624974	625829	855	-
gene	YNL002C	gene	XIV	626173	627142	969	-
gene	YNL001W	gene	XIV	627455	628616	1161	+
centromere	CEN14	centromere	XIV	628757	628875	118	+
centromere	CEN14_centromere_DNA_Element_I	centromere_DNA_Element_I	XIV	628757	628767	10	+
centromere	CEN14_centromere_DNA_Element_II	centromere_DNA_Element_II	XIV	628767	628850	83	+
centromere	CEN14_centromere_DNA_Element_III	centromere_DNA_Element_III	XIV	628850	628875	25	+
gene	YNR001C	gene	XIV	629621	631061	1440	-
gene	YNR001W-A	gene	XIV	631262	631481	219	+
tRNA_gene	tP%28AGG%29N	tRNA_gene	XIV	631845	631917	72	-
transposable_elements	YNRCdelta7	long_terminal_repeat	XIV	631997	632114	117	-
transposable_elements	YNRCtau3	long_terminal_repeat	XIV	632118	632489	371	-
tRNA_gene	tN%28GUU%29N2	tRNA_gene	XIV	632598	632672	74	+
gene	YNR002C	gene	XIV	633007	633856	849	-
gene	YNR003C	gene	XIV	634343	635297	954	-
gene	YNR003W-A	gene	XIV	634419	634518	99	+
Replication_origins	ARS1426	ARS	XIV	635663	635904	241	.
Replication_origins	ARS1426_ARS_consensus_sequence	ARS_consensus_sequence	XIV	635814	635831	17	-
gene	YNR004W	gene	XIV	635942	636383	441	+
gene	YNR005C	gene	XIV	636930	637335	405	-
gene	YNR006W	gene	XIV	636985	638854	1869	+
gene	YNR007C	gene	XIV	639181	640114	933	-
gene	YNR008W	gene	XIV	640395	642381	1986	+
gene	YNR009W	gene	XIV	642689	643439	750	+
gene	YNR010W	gene	XIV	643743	644193	450	+
gene	YNR011C	gene	XIV	644319	646950	2631	-
gene	YNR012W	gene	XIV	647431	648937	1506	+
gene	YNR013C	gene	XIV	649027	651712	2685	-
gene	YNR014W	gene	XIV	652464	653103	639	+
gene	YNR015W	gene	XIV	653386	654541	1155	+
gene	YNR016C	gene	XIV	654672	661374	6702	-
gene	YNR017W	gene	XIV	662912	663581	669	+
gene	YNR018W	gene	XIV	664269	664944	675	+
gene	YNR019W	gene	XIV	665338	667267	1929	+
gene	YNR020C	gene	XIV	667409	668222	813	-
gene	YNR021W	gene	XIV	668376	669591	1215	+
gene	YNR022C	gene	XIV	669773	670193	420	-
gene	YNR023W	gene	XIV	670417	672118	1701	+
gene	YNR024W	gene	XIV	672408	672969	561	+
gene	YNR025C	gene	XIV	672701	673061	360	-
gene	YNR026C	gene	XIV	673273	674689	1416	-
gene	YNR027W	gene	XIV	674922	675876	954	+
gene	YNR028W	gene	XIV	676176	677103	927	+
gene	YNR029C	gene	XIV	677198	678488	1290	-
gene	YNR030W	gene	XIV	678798	680454	1656	+
gene	YNR031C	gene	XIV	680693	685433	4740	-
gene	YNR032W	gene	XIV	686009	687116	1107	+
gene	YNR032C-A	gene	XIV	687242	687464	222	-
gene	YNR033W	gene	XIV	687634	689998	2364	+
gene	YNR034W	gene	XIV	690320	691286	966	+
Replication_origins	ARS1427	ARS	XIV	691485	691730	245	.
Replication_origins	ARS1427_ARS_consensus_sequence	ARS_consensus_sequence	XIV	691661	691678	17	-
gene	YNR034W-A	gene	XIV	692560	692857	297	+
gene	YNR035C	gene	XIV	693018	694047	1029	-
gene	YNR036C	gene	XIV	694360	694822	462	-
gene	YNR037C	gene	XIV	695051	695327	276	-
gene	YNR038W	gene	XIV	695594	697484	1890	+
gene	YNR039C	gene	XIV	697613	699431	1818	-
gene	YNR040W	gene	XIV	699689	700460	771	+
gene	YNR041C	gene	XIV	700540	701659	1119	-
gene	YNR042W	gene	XIV	701237	701666	429	+
gene	YNR043W	gene	XIV	701894	703085	1191	+
gene	YNR044W	gene	XIV	703698	705876	2178	+
gene	YNR045W	gene	XIV	706138	707608	1470	+
gene	YNR046W	gene	XIV	707787	708195	408	+
gene	YNR047W	gene	XIV	708522	711204	2682	+
gene	YNR048W	gene	XIV	711629	712811	1182	+
gene	YNR049C	gene	XIV	713022	713655	633	-
gene	YNR050C	gene	XIV	714047	715388	1341	-
snoRNA_gene	snR49	snoRNA_gene	XIV	716119	716284	165	+
gene	YNR051C	gene	XIV	716779	718327	1548	-
gene	YNR052C	gene	XIV	719345	720647	1302	-
gene	YNR053C	gene	XIV	721119	723112	1993	-
snoRNA_gene	snR191	snoRNA_gene	XIV	721937	722211	274	-
gene	YNR054C	gene	XIV	723355	724306	951	-
tRNA_gene	tL%28UAA%29N	tRNA_gene	XIV	726133	726217	84	-
transposable_elements	YNRWsigma4	long_terminal_repeat	XIV	726233	726574	341	+
transposable_elements	YNRCdelta8	long_terminal_repeat	XIV	726613	726945	332	-
transposable_elements	YNRCdelta9	long_terminal_repeat	XIV	727362	727661	299	-
gene	YNR055C	gene	XIV	728425	730186	1761	-
gene	YNR056C	gene	XIV	731617	733303	1686	-
gene	YNR057C	gene	XIV	733355	734069	714	-
gene	YNR058W	gene	XIV	734290	735733	1443	+
gene	YNR059W	gene	XIV	736802	738545	1743	+
gene	YNR060W	gene	XIV	739950	742110	2160	+
gene	YNR061C	gene	XIV	742880	743540	660	-
gene	YNR062C	gene	XIV	744359	745343	984	-
gene	YNR063W	gene	XIV	746942	748766	1824	+
gene	YNR064C	gene	XIV	749135	750008	873	-
gene	YNR065C	gene	XIV	750349	753700	3351	-
gene	YNR066C	gene	XIV	753724	755035	1311	-
gene	YNR067C	gene	XIV	755745	759099	3354	-
gene	YNR068C	gene	XIV	760066	760885	819	-
gene	YNR069C	gene	XIV	761122	762592	1470	-
gene	YNR070W	gene	XIV	765374	769376	4002	+
gene	YNR071C	gene	XIV	770439	771468	1029	-
gene	YNR072W	gene	XIV	772656	774351	1695	+
gene	YNR073C	gene	XIV	774791	776300	1509	-
gene	YNR074C	gene	XIV	777601	778738	1137	-
gene	YNR075W	gene	XIV	779915	781040	1125	+
gene	YNR075C-A	gene	XIV	781510	781603	93	-
gene	YNR076W	gene	XIV	781917	782280	363	+
telomere	TEL14R	telomere	XIV	783277	784333	1056	+
telomere	TEL14R_telomeric_repeat	telomeric_repeat	XIV	784037	784333	296	+
gene	YNR077C	gene	XIV	783286	783541	255	-
telomere	TEL15L	telomere	XV	0	847	847	-
telomere	TEL15L_telomeric_repeat	telomeric_repeat	XV	0	117	117	-
gene	YOL166W-A	gene	XV	584	740	156	+
gene	YOL166C	gene	XV	999	1338	339	-
gene	YOL165C	gene	XV	1646	2078	432	-
transposable_elements	YOLCdelta1	long_terminal_repeat	XV	2893	3223	330	-
transposable_elements	YOLWtau1	long_terminal_repeat	XV	3808	3986	178	+
gene	YOL164W-A	gene	XV	4129	4312	183	+
gene	YOL164W	gene	XV	6174	8115	1941	+
gene	YOL163W	gene	XV	9596	10106	510	+
gene	YOL162W	gene	XV	10118	10766	648	+
gene	YOL161C	gene	XV	11548	11911	363	-
gene	YOL160W	gene	XV	14312	14654	342	+
gene	YOL159C-A	gene	XV	15232	15505	273	-
gene	YOL159C	gene	XV	17280	17796	516	-
transposable_elements	YOLCdelta2	long_terminal_repeat	XV	18301	18561	260	-
gene	YOL158C	gene	XV	19490	21311	1821	-
gene	YOL157C	gene	XV	22524	24294	1770	-
gene	YOL156W	gene	XV	25272	26976	1704	+
gene	YOL155W-A	gene	XV	27083	27218	135	+
gene	YOL155C	gene	XV	28702	31606	2904	-
gene	YOL154W	gene	XV	34657	35407	750	+
Replication_origins	ARS1531	ARS	XV	35668	35904	236	.
Replication_origins	ARS1531_ARS_consensus_sequence	ARS_consensus_sequence	XV	35712	35729	17	+
gene	YOL152W	gene	XV	40747	42610	1863	+
gene	YOL151W	gene	XV	43693	44722	1029	+
gene	YOL150C	gene	XV	44472	44784	312	-
gene	YOL149W	gene	XV	44937	45633	696	+
gene	YOL148C	gene	XV	45759	47574	1815	-
gene	YOL147C	gene	XV	47932	48643	711	-
gene	YOL146W	gene	XV	48863	49448	585	+
gene	YOL145C	gene	XV	49554	52788	3234	-
gene	YOL144W	gene	XV	53097	54552	1455	+
gene	YOL143C	gene	XV	54594	55104	510	-
gene	YOL142W	gene	XV	55557	56280	723	+
gene	YOL141W	gene	XV	56451	58539	2088	+
gene	YOL140W	gene	XV	58758	60030	1272	+
gene	YOL139C	gene	XV	60382	61024	642	-
gene	YOL138C	gene	XV	61324	65350	4026	-
gene	YOL137W	gene	XV	65620	67114	1494	+
gene	YOL136C	gene	XV	67560	68754	1194	-
gene	YOL135C	gene	XV	69375	70044	669	-
gene	YOL134C	gene	XV	70155	70545	390	-
gene	YOL133W	gene	XV	70324	70690	366	+
gene	YOL132W	gene	XV	71299	72715	1416	+
Replication_origins	ARS1507	ARS	XV	72682	72753	71	.
Replication_origins	ARS1507_ARS_consensus_sequence	ARS_consensus_sequence	XV	72686	72703	17	+
gene	YOL131W	gene	XV	73030	73357	327	+
gene	YOL130W	gene	XV	74399	76979	2580	+
gene	YOL129W	gene	XV	77559	78114	555	+
gene	YOL128C	gene	XV	78351	79479	1128	-
gene	YOL127W	gene	XV	80347	81190	843	+
gene	YOL126C	gene	XV	81786	82920	1134	-
gene	YOL125W	gene	XV	83833	85264	1431	+
Replication_origins	ARS1508	ARS	XV	85269	85361	92	.
Replication_origins	ARS1508_ARS_consensus_sequence	ARS_consensus_sequence	XV	85343	85360	17	-
